metro_area,total_workers,car_truck_or_van,drove_alone,carpooled,public_transportation,bus,long_distance_train_or_commuter_rail,light_rail_streetcar_or_trolley,ferryboat,taxicab,motorcycle,bicycle,walked,other_means,worked_from_home,other_aggregate,worked_from_home_extended,metro_area_id,year
"Concord, NH Micro Area",78708,69931,63677,6254,4941,840,473,259,227,11,16,0,5,199,1954,811,5554,18180,2019
"Connersville, IN Micro Area",9936,9288,8605,683,522,124,37,21,21,0,0,0,0,39,146,126,316,18220,2019
"Cookeville, TN Micro Area",47520,44683,40292,4391,3024,777,590,16,11,0,0,5,0,0,687,415,1719,18260,2019
"Coos Bay, OR Micro Area",24461,21328,18927,2401,1868,265,268,130,35,0,95,0,0,73,868,472,1590,18300,2019
"Cordele, GA Micro Area",8873,8283,7120,1163,986,82,95,29,29,0,0,0,0,0,155,107,299,18380,2019
"Corinth, MS Micro Area",15019,14630,13032,1598,1317,237,44,17,17,0,0,0,0,4,90,84,194,18420,2019
"Cornelia, GA Micro Area",18317,17356,15180,2176,1631,254,291,115,100,0,15,0,0,0,158,217,471,18460,2019
"Corning, NY Micro Area",42052,37995,33853,4142,2907,593,642,263,251,5,5,0,2,235,1569,447,1543,18500,2019
"Corpus Christi, TX Metro Area",192082,178958,160978,17980,13255,2559,2166,1993,1902,5,32,39,15,438,3064,1845,5784,18580,2019
"Corsicana, TX Micro Area",20410,19173,16890,2283,1800,274,209,76,70,0,0,6,0,41,218,87,815,18620,2019
"Cortland, NY Micro Area",22493,19949,17589,2360,2037,265,58,206,168,38,0,0,0,139,1122,160,917,18660,2019
"Corvallis, OR Metro Area",43301,32195,28804,3391,2777,343,271,1069,1018,0,36,0,15,3413,3441,476,2707,18700,2019
"Coshocton, OH Micro Area",15630,13904,12209,1695,960,240,495,58,58,0,0,0,0,163,446,456,603,18740,2019
"Craig, CO Micro Area",6128,5506,4386,1120,625,282,213,61,41,0,20,0,0,26,236,32,267,18780,2019
"Crawfordsville, IN Micro Area",18228,16951,14953,1998,1645,221,132,105,74,0,31,0,0,11,566,56,539,18820,2019
"Crescent City, CA Micro Area",8838,7884,6653,1231,946,200,85,33,33,0,0,0,0,52,467,37,365,18860,2019
"Crestview-Fort Walton Beach-Destin, FL Metro Area",127281,114749,102856,11893,9198,1799,896,528,419,30,9,0,70,779,2184,1859,7182,18880,2019
"Crossville, TN Micro Area",21291,19955,17496,2459,1949,194,316,0,0,0,0,0,0,12,213,221,890,18900,2019
"Decatur, IN Micro Area",15210,13856,11298,2558,1019,207,1332,113,113,0,0,0,0,28,305,180,728,19540,2019
"Defiance, OH Micro Area",18502,17292,15872,1420,908,264,248,53,42,0,0,11,0,10,443,149,555,19580,2019
"Del Rio, TX Micro Area",20685,18677,16630,2047,1289,435,323,105,24,0,81,0,0,84,597,767,455,19620,2019
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",266251,235885,215544,20341,15907,2859,1575,2462,2063,50,254,90,5,1778,3305,4201,18620,19660,2019
"Deming, NM Micro Area",7475,6921,6139,782,426,173,183,63,63,0,0,0,0,0,150,98,243,19700,2019
"Denver-Aurora-Lakewood, CO Metro Area",1557240,1298381,1171954,126427,97085,17741,11601,64826,43764,8941,5374,6663,84,12672,34156,16144,131061,19740,2019
"DeRidder, LA Micro Area",14329,13614,11785,1829,1282,192,355,15,15,0,0,0,0,37,200,195,268,19760,2019
"Des Moines-West Des Moines, IA Metro Area",356921,326380,298364,28016,21681,3946,2389,4002,3755,125,0,41,81,794,6570,2636,16539,19780,2019
"Detroit-Warren-Dearborn, MI Metro Area",1989169,1834440,1667223,167217,130231,21617,15369,26369,25296,425,156,326,166,4909,27940,17712,77799,19820,2019
"Dickinson, ND Micro Area",16276,14660,13397,1263,878,116,269,203,153,0,38,2,10,57,461,98,797,19860,2019
"Dixon, IL Micro Area",15229,14295,13109,1186,919,169,98,56,56,0,0,0,0,37,192,162,487,19940,2019
"Dodge City, KS Micro Area",16564,15958,13428,2530,1676,780,74,18,18,0,0,0,0,7,143,137,301,19980,2019
"Cullowhee, NC Micro Area",23947,21731,19376,2355,1646,310,399,87,87,0,0,0,0,21,958,315,835,19000,2019
"Cumberland, MD-WV Metro Area",39196,36297,32853,3444,2779,354,311,276,248,19,9,0,0,8,1392,286,937,19060,2019
"Dallas-Fort Worth-Arlington, TX Metro Area",3631432,3279621,2928513,351108,261687,53543,35878,49460,30979,7077,8317,2836,251,5387,45361,41977,209626,19100,2019
"Dalton, GA Metro Area",64372,62072,55225,6847,5113,851,883,54,54,0,0,0,0,42,483,557,1164,19140,2019
"Danville, IL Metro Area",31036,28589,26179,2410,2024,273,113,219,219,0,0,0,0,36,652,193,1347,19180,2019
"Danville, KY Micro Area",21607,19423,17361,2062,1614,199,249,88,88,0,0,0,0,32,742,103,1219,19220,2019
"Danville, VA Micro Area",43258,39901,35999,3902,3287,470,145,475,472,3,0,0,0,10,660,849,1363,19260,2019
"Daphne-Fairhope-Foley, AL Metro Area",93141,85257,78015,7242,5700,1021,521,45,45,0,0,0,0,76,559,1147,6057,19300,2019
"Davenport-Moline-Rock Island, IA-IL Metro Area",180340,166567,154342,12225,9155,1630,1440,1646,1627,5,14,0,0,444,3542,1566,6575,19340,2019
"Dayton, TN Micro Area",12639,11805,10705,1100,788,147,165,23,23,0,0,0,0,0,271,127,413,19420,2019
"Dayton-Kettering, OH Metro Area",371441,338039,307703,30336,24019,3534,2783,6571,6405,76,33,57,0,827,9484,2629,13891,19430,2019
"Decatur, AL Metro Area",63474,61222,56035,5187,3812,762,613,115,115,0,0,0,0,15,395,413,1314,19460,2019
"Decatur, IL Metro Area",45703,42663,38948,3715,3012,540,163,620,598,14,4,2,2,13,770,306,1331,19500,2019
"Dothan, AL Metro Area",60696,57828,53217,4611,3702,596,313,19,17,2,0,0,0,68,403,745,1633,20020,2019
"Douglas, GA Micro Area",19894,18577,16692,1885,1367,241,277,26,26,0,0,0,0,0,225,822,244,20060,2019
"Dover, DE Metro Area",80857,74095,66621,7474,5109,1222,1143,862,774,19,27,42,0,212,1731,648,3309,20100,2019
"Dublin, GA Micro Area",23496,22515,19910,2605,1854,316,435,8,8,0,0,0,0,8,259,245,461,20140,2019
"DuBois, PA Micro Area",33388,30981,27593,3388,2491,658,239,91,88,0,0,0,3,35,864,426,991,20180,2019
"Dubuque, IA Metro Area",49887,45337,41467,3870,3107,496,267,501,470,18,0,13,0,131,1599,333,1986,20220,2019
"Duluth, MN-WI Metro Area",139472,123436,111649,11787,8991,1318,1478,2533,2463,27,0,12,31,659,5689,1151,6004,20260,2019
"Dumas, TX Micro Area",9823,9329,8043,1286,937,279,70,25,5,0,0,20,0,21,225,156,67,20300,2019
"Duncan, OK Micro Area",17935,16629,14930,1699,1282,222,195,13,13,0,0,0,0,96,286,220,691,20340,2019
"Durango, CO Micro Area",28818,23238,21219,2019,1527,366,126,262,244,0,18,0,0,924,1606,258,2530,20420,2019
"Durant, OK Micro Area",19464,17909,15824,2085,1702,220,163,49,49,0,0,0,0,49,555,251,651,20460,2019
"Durham-Chapel Hill, NC Metro Area",308416,262632,235881,26751,20489,4146,2116,10606,10505,54,6,26,15,2126,8665,3849,20538,20500,2019
"Dyersburg, TN Micro Area",16051,15275,14024,1251,1100,71,80,0,0,0,0,0,0,0,165,193,418,20540,2019
"Eagle Pass, TX Micro Area",21352,20447,17419,3028,1808,557,663,42,42,0,0,0,0,125,205,88,445,20580,2019
"Easton, MD Micro Area",17533,15327,13542,1785,1380,263,142,299,178,46,55,0,20,50,444,78,1335,20660,2019
"East Stroudsburg, PA Metro Area",78377,69166,61277,7889,6295,1112,482,3425,3087,338,0,0,0,0,1238,883,3665,20700,2019
"Eau Claire, WI Metro Area",86764,77160,70468,6692,5166,748,778,359,345,14,0,0,0,624,2537,638,5446,20740,2019
"Edwards, CO Micro Area",33587,27236,25363,1873,1283,359,231,1103,1083,20,0,0,0,316,1015,462,3455,20780,2019
"Effingham, IL Micro Area",17053,15631,14429,1202,874,184,144,79,66,1,0,0,12,46,518,160,619,20820,2019
"El Campo, TX Micro Area",17687,17075,15459,1616,1144,161,311,20,20,0,0,0,0,4,145,98,345,20900,2019
"El Centro, CA Metro Area",59343,53262,47938,5324,3247,965,1112,555,555,0,0,0,0,186,1501,1132,2707,20940,2019
"El Dorado, AR Micro Area",15422,14804,13804,1000,698,175,127,76,76,0,0,0,0,0,262,83,197,20980,2019
"Elizabeth City, NC Micro Area",22151,20546,18150,2396,1657,459,280,25,25,0,0,0,0,50,504,336,690,21020,2019
"Elizabethtown-Fort Knox, KY Metro Area",68605,64157,57162,6995,5324,965,706,209,179,0,0,0,30,35,1319,797,2088,21060,2019
"Elk City, OK Micro Area",8551,7910,7206,704,626,38,40,100,100,0,0,0,0,0,224,105,212,21120,2019
"Elkhart-Goshen, IN Metro Area",94790,87094,73822,13272,10287,1614,1371,265,215,0,5,20,25,1101,1594,1192,3544,21140,2019
"Elkins, WV Micro Area",11096,10132,8941,1191,882,192,117,21,21,0,0,0,0,22,391,224,306,21180,2019
"Elko, NV Micro Area",26713,20635,16954,3681,1808,573,1300,3539,3539,0,0,0,0,132,1243,248,916,21220,2019
"Ellensburg, WA Micro Area",21851,17843,16086,1757,1215,405,137,340,331,9,0,0,0,116,2193,339,1020,21260,2019
"Elmira, NY Metro Area",36723,33451,30197,3254,2534,522,198,804,783,4,17,0,0,176,1244,253,795,21300,2019
"El Paso, TX Metro Area",363145,331489,293093,38396,28262,6063,4071,4982,4859,59,42,8,14,522,5839,7634,12679,21340,2019
"Emporia, KS Micro Area",17892,16287,14091,2196,1693,203,300,89,89,0,0,0,0,78,565,181,692,21380,2019
"Enid, OK Metro Area",28852,26914,23588,3326,2585,376,365,91,28,0,0,0,63,127,315,581,824,21420,2019
"Enterprise, AL Micro Area",22345,21202,19450,1752,1365,257,130,4,0,0,0,0,4,115,188,269,567,21460,2019
"Erie, PA Metro Area",124756,111947,98665,13282,10265,1937,1080,2302,2245,0,43,14,0,426,4383,1042,4656,21500,2019
"Escanaba, MI Micro Area",15266,13925,12475,1450,981,257,212,131,131,0,0,0,0,30,425,242,513,21540,2019
"Española, NM Micro Area",14015,13014,12061,953,657,188,108,121,121,0,0,0,0,19,124,197,540,21580,2019
"Forrest City, AR Micro Area",8390,7636,6927,709,578,77,54,1,1,0,0,0,0,17,119,188,429,22620,2019
"Eufaula, AL-GA Micro Area",9028,8489,7392,1097,775,117,205,27,27,0,0,0,0,9,227,136,140,21640,2019
"Eugene-Springfield, OR Metro Area",170333,139330,120511,18819,15422,2202,1195,4957,4871,2,0,34,50,5568,8071,2054,10353,21660,2019
"Eureka-Arcata, CA Micro Area",59460,48758,42418,6340,5072,988,280,1063,977,86,0,0,0,821,3809,754,4255,21700,2019
"Evanston, WY Micro Area",9155,8478,6946,1532,1094,307,131,302,302,0,0,0,0,15,90,75,195,21740,2019
"Evansville, IN-KY Metro Area",149868,140005,129575,10430,8172,1360,898,1585,1497,0,10,76,2,150,2937,1608,3583,21780,2019
"Fairbanks, AK Metro Area",51000,45537,37883,7654,5710,1206,738,457,419,0,17,21,0,466,1772,905,1863,21820,2019
"Fairfield, IA Micro Area",8931,7052,5889,1163,1043,84,36,5,5,0,0,0,0,73,709,168,924,21840,2019
"Fairmont, MN Micro Area",9727,8534,7799,735,576,84,75,40,40,0,0,0,0,39,306,95,713,21860,2019
"Fairmont, WV Micro Area",24369,22522,20264,2258,1873,141,244,84,74,10,0,0,0,6,618,163,976,21900,2019
"Fallon, NV Micro Area",10343,9395,8377,1018,665,292,61,81,81,0,0,0,0,73,335,64,395,21980,2019
"Fort Morgan, CO Micro Area",13327,12204,9878,2326,1937,237,152,11,11,0,0,0,0,2,371,159,580,22820,2019
"Fort Payne, AL Micro Area",29311,27904,24674,3230,2444,444,342,51,51,0,0,0,0,11,350,115,880,22840,2019
"Fort Polk South, LA Micro Area",21245,19836,18186,1650,1249,208,193,11,11,0,0,0,0,98,682,365,253,22860,2019
"Fort Smith, AR-OK Metro Area",104673,98320,87713,10607,8455,1324,828,292,267,0,0,0,25,81,1838,1280,2862,22900,2019
"Fargo, ND-MN Metro Area",136760,124122,112363,11759,8786,2005,968,1052,963,39,2,46,2,665,3798,1076,6047,22020,2019
"Faribault-Northfield, MN Micro Area",33362,26995,24329,2666,1809,550,307,101,98,0,3,0,0,121,931,329,4885,22060,2019
"Farmington, MO Micro Area",26979,25722,22524,3198,2309,433,456,0,0,0,0,0,0,0,350,188,719,22100,2019
"Farmington, NM Metro Area",49071,46204,41205,4999,3642,828,529,163,159,0,0,4,0,25,843,284,1552,22140,2019
"Fayetteville, NC Metro Area",230278,208429,187187,21242,16902,2233,2107,925,779,13,9,120,4,236,9750,3168,7770,22180,2019
"Fayetteville-Springdale-Rogers, AR Metro Area",245135,227754,201053,26701,18618,4679,3404,895,782,69,27,0,17,882,3805,1392,10407,22220,2019
"Fergus Falls, MN Micro Area",28092,24224,21526,2698,1874,490,334,336,325,0,0,8,3,70,1258,255,1949,22260,2019
"Fernley, NV Micro Area",22302,20777,17694,3083,2305,456,322,209,166,0,0,43,0,52,276,246,742,22280,2019
"Findlay, OH Micro Area",37800,35596,32079,3517,2832,382,303,137,137,0,0,0,0,146,533,231,1157,22300,2019
"Fitzgerald, GA Micro Area",6133,5913,5433,480,310,57,113,0,0,0,0,0,0,12,0,162,46,22340,2019
"Flagstaff, AZ Metro Area",65367,52796,45014,7782,6027,927,828,1059,980,4,58,2,15,1271,5878,902,3461,22380,2019
"Flint, MI Metro Area",169036,157325,141611,15714,12291,1976,1447,2449,2423,0,0,0,26,227,1830,945,6260,22420,2019
"Florence, SC Metro Area",86345,80824,73621,7203,5596,1022,585,225,203,0,2,20,0,156,900,954,3286,22500,2019
"Florence-Muscle Shoals, AL Metro Area",62208,59676,55245,4431,3446,638,347,25,25,0,0,0,0,92,656,383,1376,22520,2019
"Fond du Lac, WI Metro Area",53174,48423,44283,4140,3162,480,498,115,107,3,3,0,2,262,1715,448,2211,22540,2019
"Forest City, NC Micro Area",26394,24771,21757,3014,2308,306,400,44,44,0,0,0,0,30,419,348,782,22580,2019
"Fort Leonard Wood, MO Micro Area",28437,18982,17141,1841,1586,178,77,120,120,0,0,0,0,93,4382,220,4640,22780,2019
"Fort Madison-Keokuk, IA-IL-MO Micro Area",26566,24297,22325,1972,1580,304,88,81,73,0,0,0,8,67,638,406,1077,22800,2019
"Fort Wayne, IN Metro Area",196193,182238,164647,17591,12971,2652,1968,1335,1193,48,0,16,78,504,2705,1186,8225,23060,2019
"Frankfort, IN Micro Area",14633,13261,11835,1426,1132,191,103,12,12,0,0,0,0,38,233,324,765,23140,2019
"Frankfort, KY Micro Area",34569,32541,28722,3819,2656,736,427,131,131,0,0,0,0,31,597,197,1072,23180,2019
"Fredericksburg, TX Micro Area",11937,10558,8624,1934,1382,250,302,26,0,0,0,26,0,51,413,78,811,23240,2019
"Freeport, IL Micro Area",20654,18385,16059,2326,1853,320,153,181,173,8,0,0,0,47,570,340,1131,23300,2019
"Fremont, NE Micro Area",18056,16982,14919,2063,1391,498,174,22,18,0,0,0,4,139,388,97,428,23340,2019
"Fremont, OH Micro Area",27835,26329,24120,2209,1795,279,135,129,129,0,0,0,0,74,454,113,736,23380,2019
"Fresno, CA Metro Area",395689,358839,310668,48171,32081,8185,7905,4408,4248,54,30,38,38,1951,6363,6127,18001,23420,2019
"Gadsden, AL Metro Area",41552,39472,36088,3384,2767,285,332,37,20,0,0,2,15,37,414,296,1296,23460,2019
"Gaffney, SC Micro Area",22732,22058,19252,2806,2042,364,400,36,36,0,0,0,0,0,119,198,321,23500,2019
"Gainesville, FL Metro Area",145070,124058,108537,15521,12723,1779,1019,4389,4368,0,0,0,21,2764,4089,2415,7355,23540,2019
"Gainesville, GA Metro Area",92200,85075,74335,10740,7129,2023,1588,246,191,55,0,0,0,83,1023,1579,4194,23580,2019
"Gainesville, TX Micro Area",18985,17396,14467,2929,2089,540,300,20,15,5,0,0,0,23,268,183,1095,23620,2019
"Galesburg, IL Micro Area",20906,18817,16876,1941,1609,260,72,91,88,3,0,0,0,86,981,257,674,23660,2019
"Gallup, NM Micro Area",23319,19532,17083,2449,1702,323,424,261,229,0,32,0,0,25,1001,284,2216,23700,2019
"Garden City, KS Micro Area",20007,18732,16247,2485,1941,373,171,111,99,0,0,0,12,77,240,79,768,23780,2019
"Gardnerville Ranchos, NV Micro Area",20908,18434,16111,2323,1967,253,103,56,56,0,0,0,0,80,328,244,1766,23820,2019
"Georgetown, SC Micro Area",24640,22051,19841,2210,1425,601,184,187,187,0,0,0,0,21,394,285,1702,23860,2019
"Gettysburg, PA Metro Area",49843,45399,40845,4554,3430,835,289,203,145,2,56,0,0,154,1810,259,2018,23900,2019
"Gillette, WY Micro Area",30679,26470,23621,2849,1665,628,556,914,914,0,0,0,0,77,755,311,2152,23940,2019
"Glasgow, KY Micro Area",21967,20470,18081,2389,1723,487,179,37,25,12,0,0,0,4,314,204,938,23980,2019
"Glens Falls, NY Metro Area",59763,54141,48979,5162,4194,661,307,477,435,7,35,0,0,281,1755,525,2584,24020,2019
"Glenwood Springs, CO Micro Area",42702,31813,27648,4165,3008,519,638,3513,3513,0,0,0,0,981,2223,494,3678,24060,2019
"Gloversville, NY Micro Area",24040,22259,20224,2035,1758,215,62,120,112,8,0,0,0,23,530,644,464,24100,2019
"Goldsboro, NC Metro Area",53988,50977,44061,6916,5243,1067,606,258,258,0,0,0,0,72,929,230,1522,24140,2019
"Granbury, TX Micro Area",24593,22860,21353,1507,1095,244,168,52,35,0,0,0,17,0,117,140,1424,24180,2019
"Grand Forks, ND-MN Metro Area",53894,48392,43637,4755,3491,833,431,486,476,10,0,0,0,324,2128,432,2132,24220,2019
"Grand Island, NE Metro Area",38229,35740,31394,4346,2960,856,530,138,98,13,0,27,0,107,610,385,1249,24260,2019
"Grand Junction, CO Metro Area",69249,60307,54643,5664,3883,965,816,226,226,0,0,0,0,521,1904,1329,4962,24300,2019
"Grand Rapids, MN Micro Area",19585,17445,15642,1803,1366,330,107,152,152,0,0,0,0,39,460,324,1165,24330,2019
"Grand Rapids-Kentwood, MI Metro Area",530337,482336,434179,48157,36419,6828,4910,7525,7261,146,52,30,36,2531,11768,3934,22243,24340,2019
"Grants, NM Micro Area",9013,7624,6749,875,538,215,122,22,22,0,0,0,0,13,262,456,636,24380,2019
"Grants Pass, OR Metro Area",31519,27637,24844,2793,2196,451,146,100,78,0,22,0,0,417,1091,458,1816,24420,2019
"Great Bend, KS Micro Area",13091,12121,11038,1083,703,163,217,93,93,0,0,0,0,50,248,94,485,24460,2019
"Great Falls, MT Metro Area",38629,35177,31080,4097,2843,711,543,296,254,0,0,16,26,159,1097,374,1526,24500,2019
"Greeley, CO Metro Area",150170,135219,120732,14487,10900,2073,1514,808,808,0,0,0,0,524,2800,1489,9330,24540,2019
"Green Bay, WI Metro Area",166271,152545,139354,13191,10050,2115,1026,1105,1105,0,0,0,0,351,3002,1504,7764,24580,2019
"Greeneville, TN Micro Area",27695,26129,24292,1837,1388,230,219,9,8,0,0,1,0,7,232,452,866,24620,2019
"Greensboro-High Point, NC Metro Area",350855,321747,290113,31634,24689,3549,3396,3272,3174,52,30,9,7,521,4915,3131,17269,24660,2019
"Greensburg, IN Micro Area",13124,12403,10983,1420,1237,146,37,72,72,0,0,0,0,13,256,95,285,24700,2019
"Greenville, MS Micro Area",16122,15463,13904,1559,1149,278,132,15,11,0,0,0,4,13,238,216,177,24740,2019
"Greenville, NC Metro Area",83463,76673,68882,7791,6398,989,404,1048,1043,0,0,5,0,180,1034,607,3921,24780,2019
"Greenville, OH Micro Area",24592,22567,20557,2010,1679,212,119,114,100,0,14,0,0,44,534,293,1040,24820,2019
"Greenville-Anderson, SC Metro Area",415496,384010,344454,39556,30699,5266,3591,1652,1491,81,10,0,70,734,5871,3779,19450,24860,2019
"Greenwood, MS Micro Area",12639,12010,11233,777,605,87,85,82,82,0,0,0,0,0,104,5,438,24900,2019
"Greenwood, SC Micro Area",29856,28397,25303,3094,2416,351,327,157,98,0,0,0,59,0,360,236,706,24940,2019
"Grenada, MS Micro Area",8191,7797,7233,564,456,57,51,21,21,0,0,0,0,0,126,169,78,24980,2019
"Guayama, PR Metro Area",16900,15891,14119,1772,1103,464,205,111,80,0,0,31,0,0,503,64,331,25020,2019
"Gulfport-Biloxi, MS Metro Area",178099,166361,151448,14913,11714,1773,1426,460,362,12,0,0,86,297,4555,2384,4042,25060,2019
"Guymon, OK Micro Area",10677,9806,8084,1722,1251,40,431,36,17,0,0,0,19,7,368,75,385,25100,2019
"Hagerstown-Martinsburg, MD-WV Metro Area",130509,119818,106867,12951,10343,1683,925,1429,916,93,397,16,7,171,1991,1265,5835,25180,2019
"Hailey, ID Micro Area",12643,10451,9637,814,708,61,45,211,211,0,0,0,0,103,367,225,1286,25200,2019
"Hammond, LA Metro Area",56916,53327,45388,7939,6105,1266,568,177,124,0,0,53,0,161,863,499,1889,25220,2019
"Hanford-Corcoran, CA Metro Area",56799,51917,43737,8180,4161,1438,2581,129,129,0,0,0,0,403,1096,614,2640,25260,2019
"Hannibal, MO Micro Area",17713,16200,14817,1383,1119,183,81,11,11,0,0,0,0,4,373,208,917,25300,2019
"Harrisburg-Carlisle, PA Metro Area",285493,253127,228488,24639,19207,2957,2475,3838,3501,93,154,90,0,1101,9527,3122,14778,25420,2019
"Harrison, AR Micro Area",18637,17346,15395,1951,1527,270,154,13,0,0,13,0,0,0,326,122,830,25460,2019
"Harrisonburg, VA Metro Area",63596,55363,48379,6984,5305,851,828,598,567,22,0,9,0,618,3507,733,2777,25500,2019
"Hartford-East Hartford-Middletown, CT Metro Area",606547,538298,491965,46333,38123,4739,3471,16723,15506,221,850,66,80,1146,14709,5078,30593,25540,2019
"Hastings, NE Micro Area",15485,14281,12818,1463,980,165,318,88,45,0,0,0,43,75,295,158,588,25580,2019
"Hattiesburg, MS Metro Area",71530,64758,59586,5172,3904,810,458,168,167,1,0,0,0,132,1083,4231,1158,25620,2019
"Hays, KS Micro Area",15920,14799,13618,1181,586,456,139,45,45,0,0,0,0,9,379,19,669,25700,2019
"Heber, UT Micro Area",37863,31417,27926,3491,2453,702,336,502,484,10,1,0,7,154,938,629,4223,25720,2019
"Helena, MT Micro Area",39860,35069,30820,4249,3319,524,406,165,165,0,0,0,0,355,1530,473,2268,25740,2019
"Helena-West Helena, AR Micro Area",6481,6209,5390,819,700,108,11,0,0,0,0,0,0,4,100,74,94,25760,2019
"Henderson, NC Micro Area",18187,17138,14772,2366,1580,525,261,13,13,0,0,0,0,0,162,157,717,25780,2019
"Hereford, TX Micro Area",8176,7761,7024,737,480,75,182,83,83,0,0,0,0,0,44,27,261,25820,2019
"Hermiston-Pendleton, OR Micro Area",36412,33897,29766,4131,3013,574,544,177,170,0,0,4,3,185,804,207,1142,25840,2019
"Hickory-Lenoir-Morganton, NC Metro Area",162561,151588,138002,13586,11097,1591,898,353,353,0,0,0,0,79,1415,3598,5528,25860,2019
"Hillsdale, MI Micro Area",18989,16823,15256,1567,1160,262,145,47,47,0,0,0,0,19,845,203,1052,25880,2019
"Hilo, HI Micro Area",86037,75484,62245,13239,9592,2136,1511,1112,1106,0,6,0,0,272,1925,958,6286,25900,2019
"Hilton Head Island-Bluffton, SC Metro Area",93573,82438,72594,9844,7399,1581,864,428,312,73,0,0,43,255,1748,1546,7158,25940,2019
"Hinesville, GA Metro Area",34455,31567,27967,3600,2969,358,273,186,151,0,10,0,25,127,1009,739,827,25980,2019
"Hobbs, NM Micro Area",28672,27541,24172,3369,2186,507,676,36,6,0,0,30,0,43,287,119,646,26020,2019
"Holland, MI Micro Area",54724,51118,47032,4086,3519,310,257,132,54,65,7,0,6,86,776,359,2253,26090,2019
"Homosassa Springs, FL Metro Area",45250,40957,37263,3694,2835,690,169,137,120,17,0,0,0,130,288,1092,2646,26140,2019
"Hood River, OR Micro Area",11481,9221,7821,1400,920,170,310,34,32,2,0,0,0,126,897,129,1074,26220,2019
"Hope, AR Micro Area",12162,11584,10136,1448,986,263,199,49,49,0,0,0,0,1,185,65,278,26260,2019
"Hot Springs, AR Metro Area",40327,37106,32926,4180,3403,557,220,213,213,0,0,0,0,5,780,729,1494,26300,2019
"Houghton, MI Micro Area",15468,12675,11261,1414,1095,171,148,35,23,0,0,0,12,102,1640,175,841,26340,2019
"Houma-Thibodaux, LA Metro Area",88164,80039,72358,7681,5682,1308,691,392,368,0,0,0,24,314,1093,3413,2913,26380,2019
"Houston-The Woodlands-Sugar Land, TX Metro Area",3243744,2937466,2619911,317555,233926,49183,34446,65292,61556,1297,665,1501,273,7857,41199,44552,147378,26420,2019
"Hudson, NY Micro Area",28927,24248,21796,2452,1885,345,222,765,74,462,219,10,0,164,1299,374,2077,26460,2019
"Huntingdon, PA Micro Area",18221,16335,14212,2123,1454,351,318,40,34,0,4,0,2,2,874,320,650,26500,2019
"Huntington, IN Micro Area",18229,16962,16039,923,779,54,90,25,25,0,0,0,0,15,544,68,615,26540,2019
"Huntington-Ashland, WV-KY-OH Metro Area",140205,130595,118697,11898,9329,1576,993,821,744,26,29,2,20,188,3131,1426,4044,26580,2019
"Huntsville, AL Metro Area",215698,203208,189886,13322,10428,1660,1234,398,398,0,0,0,0,188,1774,2156,7974,26620,2019
"Huntsville, TX Micro Area",25989,23278,21433,1845,1563,97,185,133,133,0,0,0,0,37,983,314,1244,26660,2019
"Huron, SD Micro Area",9858,8742,7745,997,687,129,181,134,131,3,0,0,0,8,324,189,461,26700,2019
"Hutchinson, KS Micro Area",29045,26330,23910,2420,1778,413,229,81,36,0,0,0,45,334,688,536,1076,26740,2019
"Hutchinson, MN Micro Area",18784,17373,15977,1396,1020,220,156,80,80,0,0,0,0,96,410,112,713,26780,2019
"Idaho Falls, ID Metro Area",64026,56901,50195,6706,4839,934,933,1888,1866,0,17,5,0,186,1158,634,3259,26820,2019
"Indiana, PA Micro Area",36318,32389,28880,3509,2765,283,461,217,207,8,0,2,0,165,2088,352,1107,26860,2019
"Indianapolis-Carmel-Anderson, IN Metro Area",999710,914555,831474,83081,66873,10533,5675,8682,8428,107,17,27,103,2649,15271,9251,49302,26900,2019
"Indianola, MS Micro Area",8067,7519,6524,995,668,228,99,51,51,0,0,0,0,9,211,116,161,26940,2019
"Iowa City, IA Metro Area",93358,74168,65451,8717,6082,1043,1592,4719,4661,0,7,0,51,1776,7368,1099,4228,26980,2019
"Iron Mountain, MI-WI Micro Area",12907,11979,10786,1193,849,176,168,17,17,0,0,0,0,14,209,184,504,27020,2019
"Ithaca, NY Metro Area",49101,34234,29577,4657,3708,644,305,3286,3188,79,19,0,0,737,6855,425,3564,27060,2019
"Jackson, MI Metro Area",67818,63146,57432,5714,4617,585,512,260,260,0,0,0,0,166,1552,477,2217,27100,2019
"Jackson, MS Metro Area",263461,251322,225141,26181,20652,3302,2227,776,776,0,0,0,0,173,2470,1844,6876,27140,2019
"Jackson, OH Micro Area",13156,12196,11086,1110,874,77,159,38,38,0,0,0,0,0,500,139,283,27160,2019
"Jackson, TN Metro Area",76317,70806,64518,6288,5165,775,348,253,253,0,0,0,0,120,874,1869,2395,27180,2019
"Jackson, WY-ID Micro Area",19907,15308,13447,1861,1475,262,124,538,538,0,0,0,0,504,1618,146,1793,27220,2019
"Jacksonville, FL Metro Area",715164,637608,578889,58719,47196,7343,4180,8678,8481,49,77,40,31,3462,10817,11967,42632,27260,2019
"Jacksonville, IL Micro Area",17619,15952,14543,1409,1093,247,69,119,74,0,10,35,0,86,527,189,746,27300,2019
"Jacksonville, NC Metro Area",99236,84536,71067,13469,9459,2653,1357,345,296,0,0,0,49,240,8168,1496,4451,27340,2019
