metro_area,total,in_labor_force,civilian_labor_force,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,metro_area_id,year
"Toledo, OH Metro Area",517051,331493,331043,310516,20527,450,185558,45780,2019
"Topeka, KS Metro Area",183818,117191,116843,112007,4836,348,66627,45820,2019
"Torrington, CT Micro Area",152691,102320,102270,97180,5090,50,50371,45860,2019
"Traverse City, MI Micro Area",123425,75638,75363,71789,3574,275,47787,45900,2019
"Trenton-Princeton, NJ Metro Area",298481,192101,191988,180235,11753,113,106380,45940,2019
"Troy, AL Micro Area",27622,14932,14907,13992,915,25,12690,45980,2019
"Truckee-Grass Valley, CA Micro Area",84376,46329,46192,44059,2133,137,38047,46020,2019
"Tucson, AZ Metro Area",834998,486131,479760,446383,33377,6371,348867,46060,2019
"Tullahoma-Manchester, TN Micro Area",83243,48155,47991,45940,2051,164,35088,46100,2019
"Tulsa, OK Metro Area",772364,493866,493155,466764,26391,711,278498,46140,2019
"Tupelo, MS Micro Area",128924,76210,76086,71857,4229,124,52714,46180,2019
"Tuscaloosa, AL Metro Area",203280,116128,115982,108435,7547,146,87152,46220,2019
"Twin Falls, ID Metro Area",80891,53130,53072,51292,1780,58,27761,46300,2019
"Tyler, TX Metro Area",177448,107802,107668,101856,5812,134,69646,46340,2019
"Ukiah, CA Micro Area",70884,41349,41260,37689,3571,89,29535,46380,2019
"Union, SC Micro Area",22267,12680,12621,11760,861,59,9587,46420,2019
"Union City, TN Micro Area",24464,13643,13593,12851,742,50,10821,46460,2019
"Urbana, OH Micro Area",31345,19395,19387,18419,968,8,11950,46500,2019
"Urban Honolulu, HI Metro Area",797370,531051,490262,470749,19513,40789,266319,46520,2019
"Utica-Rome, NY Metro Area",237430,138304,137843,131071,6772,461,99126,46540,2019
"Uvalde, TX Micro Area",20669,11831,11814,11188,626,17,8838,46620,2019
"Valdosta, GA Metro Area",114202,66631,63361,59240,4121,3270,47571,46660,2019
"Vallejo, CA Metro Area",353910,223788,220169,206978,13191,3619,130122,46700,2019
"Van Wert, OH Micro Area",22433,14221,14221,13664,557,0,8212,46780,2019
"Vermillion, SD Micro Area",11806,8283,8266,7840,426,17,3523,46820,2019
"Vernal, UT Micro Area",25417,16266,16231,14911,1320,35,9151,46860,2019
"Vernon, TX Micro Area",10313,6538,6519,6153,366,19,3775,46900,2019
"Vicksburg, MS Micro Area",36624,20753,20678,19363,1315,75,15871,46980,2019
"Victoria, TX Metro Area",77398,47962,47938,45233,2705,24,29436,47020,2019
"Vidalia, GA Micro Area",28050,15360,15346,14007,1339,14,12690,47080,2019
"Vincennes, IN Micro Area",30139,18998,18998,18220,778,0,11141,47180,2019
"Vineland-Bridgeton, NJ Metro Area",119686,66521,66476,61596,4880,45,53165,47220,2019
"Vineyard Haven, MA Micro Area",14535,9050,9041,8730,311,9,5485,47240,2019
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1414928,944898,862878,814519,48359,82020,470030,47260,2019
"Visalia, CA Metro Area",334664,197822,197528,178687,18841,294,136842,47300,2019
"Wabash, IN Micro Area",25650,15434,15415,14712,703,19,10216,47340,2019
"Waco, TX Metro Area",209758,126048,125818,120521,5297,230,83710,47380,2019
"Wahpeton, ND-MN Micro Area",18159,12018,12004,11661,343,14,6141,47420,2019
"Walla Walla, WA Metro Area",48957,27986,27963,26646,1317,23,20971,47460,2019
"Wapakoneta, OH Micro Area",36050,24158,24157,23435,722,1,11892,47540,2019
"Warner Robins, GA Metro Area",140373,90615,87926,81988,5938,2689,49758,47580,2019
"Warren, PA Micro Area",33022,19137,19132,18266,866,5,13885,47620,2019
"Kingsport-Bristol, TN-VA Metro Area",254173,136282,136149,127982,8167,133,117891,28700,2019
"Kingston, NY Metro Area",150819,92003,91872,87223,4649,131,58816,28740,2019
"Kingsville, TX Micro Area",24828,14875,14261,13065,1196,614,9953,28780,2019
"Kinston, NC Micro Area",45461,25966,25795,22856,2939,171,19495,28820,2019
"Kirksville, MO Micro Area",24697,13293,13257,12542,715,36,11404,28860,2019
"Klamath Falls, OR Micro Area",53969,29047,28682,26347,2335,365,24922,28900,2019
"Knoxville, TN Metro Area",697332,420558,419809,399309,20500,749,276774,28940,2019
"Kalamazoo-Portage, MI Metro Area",211797,141491,141331,133538,7793,160,70306,28020,2019
"Kalispell, MT Micro Area",80383,50102,50098,48363,1735,4,30281,28060,2019
"Kankakee, IL Metro Area",88183,53770,53738,50949,2789,32,34413,28100,2019
"Kansas City, MO-KS Metro Area",1664934,1135846,1131796,1087278,44518,4050,529088,28140,2019
"Kapaa, HI Micro Area",57623,38043,37903,36460,1443,140,19580,28180,2019
"Kearney, NE Micro Area",43860,31640,31607,30759,848,33,12220,28260,2019
"Keene, NH Micro Area",64043,41290,41286,39891,1395,4,22753,28300,2019
"Kendallville, IN Micro Area",36993,23953,23900,22957,943,53,13040,28340,2019
"Kennett, MO Micro Area",23225,12493,12482,11630,852,11,10732,28380,2019
"Kennewick-Richland, WA Metro Area",215424,136402,136183,128872,7311,219,79022,28420,2019
"Kerrville, TX Micro Area",42993,23551,23548,22320,1228,3,19442,28500,2019
"Ketchikan, AK Micro Area",11098,7772,7564,7116,448,208,3326,28540,2019
"Key West, FL Micro Area",65747,42410,41242,40056,1186,1168,23337,28580,2019
"Kill Devil Hills, NC Micro Area",30068,19354,19255,18416,839,99,10714,28620,2019
"Killeen-Temple, TX Metro Area",337734,214896,188463,174114,14349,26433,122838,28660,2019
"Kokomo, IN Metro Area",66053,39150,39084,37078,2006,66,26903,29020,2019
"Laconia, NH Micro Area",51021,32661,32626,31344,1282,35,18360,29060,2019
"La Crosse-Onalaska, WI-MN Metro Area",112175,75369,75282,72779,2503,87,36806,29100,2019
"Lafayette, LA Metro Area",381624,237122,236962,221455,15507,160,144502,29180,2019
"Lafayette-West Lafayette, IN Metro Area",186005,119312,119180,114447,4733,132,66693,29200,2019
"La Grande, OR Micro Area",21221,12492,12459,11726,733,33,8729,29260,2019
"LaGrange, GA-AL Micro Area",81672,47288,47155,44502,2653,133,34384,29300,2019
"Lake Charles, LA Metro Area",162066,98673,98601,93110,5491,72,63393,29340,2019
"Lake City, FL Micro Area",56542,29083,29040,26530,2510,43,27459,29380,2019
"Lake Havasu City-Kingman, AZ Metro Area",175830,79369,79309,72932,6377,60,96461,29420,2019
"Lakeland-Winter Haven, FL Metro Area",550530,303665,303249,285305,17944,416,246865,29460,2019
"Lamesa, TX Micro Area",9947,4764,4764,4489,275,0,5183,29500,2019
"Lancaster, PA Metro Area",427196,282885,282671,272111,10560,214,144311,29540,2019
"Lansing-East Lansing, MI Metro Area",447654,283591,283334,267490,15844,257,164063,29620,2019
"Laramie, WY Micro Area",32724,22381,22341,21328,1013,40,10343,29660,2019
"Laredo, TX Metro Area",192461,115090,115028,109409,5619,62,77371,29700,2019
"Las Cruces, NM Metro Area",168734,96375,95667,88305,7362,708,72359,29740,2019
"Las Vegas, NM Micro Area",27416,12089,12089,11071,1018,0,15327,29780,2019
"Las Vegas-Henderson-Paradise, NV Metro Area",1727250,1109385,1102465,1031774,70691,6920,617865,29820,2019
"Laurel, MS Micro Area",65909,36794,36793,34853,1940,1,29115,29860,2019
"Laurinburg, NC Micro Area",27760,13741,13741,12113,1628,0,14019,29900,2019
"Lawrence, KS Metro Area",100418,71344,71171,68190,2981,173,29074,29940,2019
"Lawrenceburg, TN Micro Area",33761,18290,18281,16807,1474,9,15471,29980,2019
"Lawton, OK Metro Area",100608,63523,54439,50358,4081,9084,37085,30020,2019
"Lebanon, MO Micro Area",27755,16619,16538,15475,1063,81,11136,30060,2019
"Lebanon, NH-VT Micro Area",183587,114565,114498,110764,3734,67,69022,30100,2019
"Lebanon, PA Metro Area",111299,71791,71594,68411,3183,197,39508,30140,2019
"Levelland, TX Micro Area",17628,11004,11000,10174,826,4,6624,30220,2019
"Lewisburg, PA Micro Area",38203,18599,18593,17908,685,6,19604,30260,2019
"Lewisburg, TN Micro Area",26216,15880,15875,14927,948,5,10336,30280,2019
"Lewiston, ID-WA Metro Area",51014,30393,30367,28923,1444,26,20621,30300,2019
"Lewiston-Auburn, ME Metro Area",86746,56822,56789,54573,2216,33,29924,30340,2019
"Lewistown, PA Micro Area",37148,22153,22149,21379,770,4,14995,30380,2019
"Lexington, NE Micro Area",19762,13616,13608,13149,459,8,6146,30420,2019
"Lexington-Fayette, KY Metro Area",410171,272456,272123,258636,13487,333,137715,30460,2019
"Liberal, KS Micro Area",15841,11437,11437,10870,567,0,4404,30580,2019
"Lima, OH Metro Area",82102,51065,51052,48319,2733,13,31037,30620,2019
"Lincoln, IL Micro Area",24117,13168,13164,12426,738,4,10949,30660,2019
"Lincoln, NE Metro Area",262474,187407,186889,180953,5936,518,75067,30700,2019
"Little Rock-North Little Rock-Conway, AR Metro Area",582519,363253,359393,344126,15267,3860,219266,30780,2019
"Lock Haven, PA Micro Area",31915,18950,18944,17883,1061,6,12965,30820,2019
"Logan, UT-ID Metro Area",99842,68472,68439,66735,1704,33,31370,30860,2019
"Logansport, IN Micro Area",30214,18595,18595,17738,857,0,11619,30900,2019
"London, KY Micro Area",117568,56103,55963,52090,3873,140,61465,30940,2019
"Longview, TX Metro Area",222067,128518,128348,121441,6907,170,93549,30980,2019
"Longview, WA Metro Area",85037,47862,47842,44679,3163,20,37175,31020,2019
"Los Alamos, NM Micro Area",14864,10156,10138,9792,346,18,4708,31060,2019
"Los Angeles-Long Beach-Anaheim, CA Metro Area",10672276,6924748,6918625,6522014,396611,6123,3747528,31080,2019
"Louisville/Jefferson County, KY-IN Metro Area",1005538,655549,654640,621852,32788,909,349989,31140,2019
"Lubbock, TX Metro Area",248255,161077,160799,154586,6213,278,87178,31180,2019
"Ludington, MI Micro Area",23723,13435,13417,12825,592,18,10288,31220,2019
"Lufkin, TX Micro Area",67358,39169,39122,36525,2597,47,28189,31260,2019
"Lumberton, NC Micro Area",103205,52202,52099,48621,3478,103,51003,31300,2019
"Lynchburg, VA Metro Area",216185,127835,127684,121892,5792,151,88350,31340,2019
"Macomb, IL Micro Area",25802,14653,14643,13558,1085,10,11149,31380,2019
"Macon-Bibb County, GA Metro Area",182038,102105,101823,94743,7080,282,79933,31420,2019
"Madera, CA Metro Area",117569,63913,63822,58268,5554,91,53656,31460,2019
"Madison, IN Micro Area",26472,14989,14989,14357,632,0,11483,31500,2019
"Madison, WI Metro Area",532567,382317,381526,371617,9909,791,150250,31540,2019
"Madisonville, KY Micro Area",36061,19964,19938,18846,1092,26,16097,31580,2019
"Magnolia, AR Micro Area",19430,10034,10034,8944,1090,0,9396,31620,2019
"Malone, NY Micro Area",41669,20858,20848,19380,1468,10,20811,31660,2019
"Malvern, AR Micro Area",27540,13980,13968,13127,841,12,13560,31680,2019
"Manchester-Nashua, NH Metro Area",338329,237135,236674,227110,9564,461,101194,31700,2019
"Manhattan, KS Metro Area",105579,74519,62756,59591,3165,11763,31060,31740,2019
"Manitowoc, WI Micro Area",64901,41750,41685,40604,1081,65,23151,31820,2019
"Mankato, MN Metro Area",82280,59478,59392,57263,2129,86,22802,31860,2019
"Mansfield, OH Metro Area",97923,55338,55180,52254,2926,158,42585,31900,2019
"Marietta, OH Micro Area",49998,28275,28247,27110,1137,28,21723,31930,2019
"Marinette, WI-MI Micro Area",53198,30965,30949,29587,1362,16,22233,31940,2019
"Marion, IN Micro Area",54276,31343,31332,29082,2250,11,22933,31980,2019
"McAllen-Edinburg-Mission, TX Metro Area",604559,352862,352489,328097,24392,373,251697,32580,2019
"McComb, MS Micro Area",30450,14690,14690,13966,724,0,15760,32620,2019
"McMinnville, TN Micro Area",32208,18169,18148,17231,917,21,14039,32660,2019
"McPherson, KS Micro Area",22965,15177,15125,14832,293,52,7788,32700,2019
"Meadville, PA Micro Area",69856,40619,40548,38398,2150,71,29237,32740,2019
"Medford, OR Metro Area",176884,101463,101344,95367,5977,119,75421,32780,2019
"Memphis, TN-MS-AR Metro Area",1043136,668970,666725,621222,45503,2245,374166,32820,2019
"Menomonie, WI Micro Area",36801,24404,24395,23564,831,9,12397,32860,2019
"Merced, CA Metro Area",199752,119232,119120,104983,14137,112,80520,32900,2019
"Meridian, MS Micro Area",81160,44400,43355,40770,2585,1045,36760,32940,2019
"Marion, NC Micro Area",37089,19844,19831,18707,1124,13,17245,32000,2019
"Marion, OH Micro Area",52912,28550,28517,26631,1886,33,24362,32020,2019
"Marquette, MI Micro Area",55956,32573,32388,30540,1848,185,23383,32100,2019
"Marshall, MN Micro Area",19930,13895,13895,13437,458,0,6035,32140,2019
"Marshall, MO Micro Area",18279,10814,10813,10449,364,1,7465,32180,2019
"Marshalltown, IA Micro Area",30961,19903,19903,18901,1002,0,11058,32260,2019
"Martin, TN Micro Area",27855,15183,15165,14319,846,18,12672,32280,2019
"Martinsville, VA Micro Area",52494,27121,27121,25111,2010,0,25373,32300,2019
"Maryville, MO Micro Area",19264,11410,11402,11072,330,8,7854,32340,2019
"Mason City, IA Micro Area",41106,27200,27173,26070,1103,27,13906,32380,2019
"Mayagüez, PR Metro Area",84289,33612,33526,25386,8140,86,50677,32420,2019
"Mayfield, KY Micro Area",29293,16691,16691,15681,1010,0,12602,32460,2019
"Maysville, KY Micro Area",13664,7660,7639,7255,384,21,6004,32500,2019
"McAlester, OK Micro Area",35431,18704,18622,17434,1188,82,16727,32540,2019
"Mexico, MO Micro Area",20411,11444,11444,10920,524,0,8967,33020,2019
"Miami, OK Micro Area",24513,13634,13634,12855,779,0,10879,33060,2019
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",4990746,3142270,3139429,2961090,178339,2841,1848476,33100,2019
"Michigan City-La Porte, IN Metro Area",89052,50768,50758,47646,3112,10,38284,33140,2019
"Middlesborough, KY Micro Area",21730,8409,8409,7569,840,0,13321,33180,2019
"Midland, MI Metro Area",67563,40254,40239,38139,2100,15,27309,33220,2019
"Midland, TX Metro Area",128660,90807,90685,87689,2996,122,37853,33260,2019
"Milledgeville, GA Micro Area",44938,22353,22325,20616,1709,28,22585,33300,2019
"Milwaukee-Waukesha, WI Metro Area",1252002,831994,831447,795714,35733,547,420008,33340,2019
"Minden, LA Micro Area",31540,15469,15364,14567,797,105,16071,33380,2019
"Mineral Wells, TX Micro Area",22579,12702,12702,11763,939,0,9877,33420,2019
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2817590,2027086,2025703,1953430,72273,1383,790504,33460,2019
"Minot, ND Micro Area",60493,44444,40372,39226,1146,4072,16049,33500,2019
"Missoula, MT Metro Area",97367,68285,68171,65170,3001,114,29082,33540,2019
"Mitchell, SD Micro Area",18311,12553,12546,12301,245,7,5758,33580,2019
"Moberly, MO Micro Area",20046,10979,10958,10370,588,21,9067,33620,2019
"Mobile, AL Metro Area",340683,192116,191346,180101,11245,770,148567,33660,2019
"Modesto, CA Metro Area",411851,251150,250975,228175,22800,175,160701,33700,2019
"Monroe, LA Metro Area",159449,86827,86695,81524,5171,132,72622,33740,2019
"Monroe, MI Metro Area",121731,73858,73808,70276,3532,50,47873,33780,2019
"Montgomery, AL Metro Area",296606,176120,173229,163145,10084,2891,120486,33860,2019
"Montrose, CO Micro Area",37725,21262,21262,19988,1274,0,16463,33940,2019
"Morehead City, NC Micro Area",58319,33255,32539,30680,1859,716,25064,33980,2019
"Mount Vernon, OH Micro Area",49017,30008,29966,28638,1328,42,19009,34540,2019
"Mount Vernon-Anacortes, WA Metro Area",101230,60464,59751,56470,3281,713,40766,34580,2019
"Muncie, IN Metro Area",96541,56542,56487,52763,3724,55,39999,34620,2019
"Murray, KY Micro Area",32582,19168,19132,18318,814,36,13414,34660,2019
"Muscatine, IA Micro Area",33417,22221,22221,21555,666,0,11196,34700,2019
"Muskegon, MI Metro Area",137713,81218,81158,75858,5300,60,56495,34740,2019
"Muskogee, OK Micro Area",53611,28310,28290,26517,1773,20,25301,34780,2019
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",391969,212953,212665,200075,12590,288,179016,34820,2019
"Nacogdoches, TX Micro Area",51544,30497,30497,27834,2663,0,21047,34860,2019
"Napa, CA Metro Area",114315,74549,74472,71141,3331,77,39766,34900,2019
"Naples-Marco Island, FL Metro Area",314236,164957,164851,158452,6399,106,149279,34940,2019
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1483677,1017812,1016347,977021,39326,1465,465865,34980,2019
"Morgan City, LA Micro Area",40082,21145,21084,19256,1828,61,18937,34020,2019
"Morgantown, WV Metro Area",117948,69178,69091,64408,4683,87,48770,34060,2019
"Morristown, TN Metro Area",114399,64003,63963,59984,3979,40,50396,34100,2019
"Moscow, ID Micro Area",32957,21104,21078,20190,888,26,11853,34140,2019
"Moses Lake, WA Micro Area",70039,43435,43344,40662,2682,91,26604,34180,2019
"Moultrie, GA Micro Area",34836,20259,20259,18685,1574,0,14577,34220,2019
"Mountain Home, AR Micro Area",35079,16824,16824,16051,773,0,18255,34260,2019
"Mountain Home, ID Micro Area",20606,12789,10267,9539,728,2522,7817,34300,2019
"Mount Airy, NC Micro Area",58469,32635,32601,31291,1310,34,25834,34340,2019
"Mount Gay-Shamrock, WV Micro Area",27271,11475,11475,9827,1648,0,15796,34350,2019
"Mount Pleasant, MI Micro Area",59838,36417,36412,33830,2582,5,23421,34380,2019
"Mount Pleasant, TX Micro Area",33999,20924,20924,19772,1152,0,13075,34420,2019
"Mount Sterling, KY Micro Area",36783,20049,20038,18977,1061,11,16734,34460,2019
"Mount Vernon, IL Micro Area",30393,17336,17332,16090,1242,4,13057,34500,2019
"Natchez, MS-LA Micro Area",41139,18515,18508,16990,1518,7,22624,35020,2019
"Natchitoches, LA Micro Area",30309,14118,14118,12171,1947,0,16191,35060,2019
"New Bern, NC Metro Area",101555,59212,52687,48920,3767,6525,42343,35100,2019
"Newberry, SC Micro Area",30829,18027,17976,16841,1135,51,12802,35140,2019
"New Castle, IN Micro Area",39551,21023,21014,19851,1163,9,18528,35220,2019
"New Castle, PA Micro Area",71677,42252,42237,39582,2655,15,29425,35260,2019
"New Haven-Milford, CT Metro Area",704968,460033,459712,430091,29621,321,244935,35300,2019
"New Orleans-Metairie, LA Metro Area",1015015,634716,631391,591374,40017,3325,380299,35380,2019
"New Philadelphia-Dover, OH Micro Area",73768,45983,45959,44023,1936,24,27785,35420,2019
"Newport, OR Micro Area",41355,20309,20255,19011,1244,54,21046,35440,2019
"Newport, TN Micro Area",29197,15214,15214,13907,1307,0,13983,35460,2019
"New Ulm, MN Micro Area",20407,13917,13915,13695,220,2,6490,35580,2019
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",15599578,10097577,10090755,9533728,557027,6822,5502001,35620,2019
"Niles, MI Metro Area",124155,76158,76140,71622,4518,18,47997,35660,2019
"Nogales, AZ Micro Area",35419,18694,18587,17163,1424,107,16725,35700,2019
"Norfolk, NE Micro Area",37360,26045,26030,25299,731,15,11315,35740,2019
"North Platte, NE Micro Area",28890,18820,18805,18220,585,15,10070,35820,2019
"North Port-Sarasota-Bradenton, FL Metro Area",687720,350781,350561,332615,17946,220,336939,35840,2019
"North Vernon, IN Micro Area",22048,14328,14291,13854,437,37,7720,35860,2019
"Warrensburg, MO Micro Area",43202,28470,25139,23931,1208,3331,14732,47660,2019
"Warsaw, IN Micro Area",61891,41226,41215,39704,1511,11,20665,47700,2019
"Washington, IN Micro Area",24479,15105,15094,14545,549,11,9374,47780,2019
"Washington, NC Micro Area",38703,20864,20855,19383,1472,9,17839,47820,2019
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",4924117,3527931,3486436,3323986,162450,41495,1396186,47900,2019
"Washington Court House, OH Micro Area",22646,13532,13523,12744,779,9,9114,47920,2019
"North Wilkesboro, NC Micro Area",55949,31244,31162,29454,1708,82,24705,35900,2019
"Norwalk, OH Micro Area",45821,28774,28742,27505,1237,32,17047,35940,2019
"Norwich-New London, CT Metro Area",221259,148327,141278,132898,8380,7049,72932,35980,2019
"Oneonta, NY Micro Area",51507,29761,29737,28014,1723,24,21746,36580,2019
"Ontario, OR-ID Micro Area",41174,22216,22181,20841,1340,35,18958,36620,2019
"Waterloo-Cedar Falls, IA Metro Area",136594,92265,92182,88562,3620,83,44329,47940,2019
"Watertown, SD Micro Area",26502,18648,18625,18215,410,23,7854,47980,2019
"Watertown-Fort Atkinson, WI Micro Area",68941,47783,47762,46211,1551,21,21158,48020,2019
"Watertown-Fort Drum, NY Metro Area",88137,56102,46107,43241,2866,9995,32035,48060,2019
"Wauchula, FL Micro Area",20760,10380,10380,9752,628,0,10380,48100,2019
"Wausau-Weston, WI Metro Area",131457,88486,88455,85858,2597,31,42971,48140,2019
"Waycross, GA Micro Area",43126,22120,22090,20827,1263,30,21006,48180,2019
"Weatherford, OK Micro Area",22458,14339,14327,13872,455,12,8119,48220,2019
"Weirton-Steubenville, WV-OH Metro Area",98227,54294,54223,50977,3246,71,43933,48260,2019
"Wenatchee, WA Metro Area",92335,57395,57345,55072,2273,50,34940,48300,2019
"West Plains, MO Micro Area",31666,17138,17138,16431,707,0,14528,48460,2019
"West Point, MS Micro Area",15797,7858,7848,7037,811,10,7939,48500,2019
"Wheeling, WV-OH Metro Area",117558,64612,64579,61139,3440,33,52946,48540,2019
"Whitewater, WI Micro Area",83850,55905,55899,53782,2117,6,27945,48580,2019
"Wichita, KS Metro Area",491722,326119,323814,308203,15611,2305,165603,48620,2019
"Wichita Falls, TX Metro Area",120811,74287,67864,64621,3243,6423,46524,48660,2019
"Williamsport, PA Metro Area",93641,56021,55961,53135,2826,60,37620,48700,2019
"Williston, ND Micro Area",26043,19249,19229,18813,416,20,6794,48780,2019
"Willmar, MN Micro Area",33403,22708,22708,21982,726,0,10695,48820,2019
"Wilmington, NC Metro Area",238744,147066,146044,137951,8093,1022,91678,48900,2019
"Wilmington, OH Micro Area",33281,20918,20907,19738,1169,11,12363,48940,2019
"Wilson, NC Micro Area",64647,38764,38655,35593,3062,109,25883,48980,2019
"Winchester, VA-WV Metro Area",110747,69049,68901,66483,2418,148,41698,49020,2019
"Winfield, KS Micro Area",27828,16286,16261,15488,773,25,11542,49060,2019
"Winnemucca, NV Micro Area",12782,8792,8792,8491,301,0,3990,49080,2019
"Winona, MN Micro Area",42667,29676,29597,28528,1069,79,12991,49100,2019
"Winston-Salem, NC Metro Area",535200,322859,322235,304452,17783,624,212341,49180,2019
"Wisconsin Rapids-Marshfield, WI Micro Area",58965,37386,37378,35963,1415,8,21579,49220,2019
"Woodward, OK Micro Area",19273,11758,11758,11157,601,0,7515,49260,2019
"Wooster, OH Micro Area",91002,58108,58097,56091,2006,11,32894,49300,2019
"Worcester, MA-CT Metro Area",767642,507790,507120,481420,25700,670,259852,49340,2019
"Worthington, MN Micro Area",16353,11117,11114,10744,370,3,5236,49380,2019
"Yakima, WA Metro Area",182907,113442,113263,106018,7245,179,69465,49420,2019
"Yankton, SD Micro Area",18458,11872,11850,11449,401,22,6586,49460,2019
"Yauco, PR Metro Area",74322,28015,28005,21699,6306,10,46307,49500,2019
"York-Hanover, PA Metro Area",358518,235326,235079,224825,10254,247,123192,49620,2019
"Youngstown-Warren-Boardman, OH-PA Metro Area",446374,257411,257196,241304,15892,215,188963,49660,2019
"Yuba City, CA Metro Area",131026,76902,74694,68866,5828,2208,54124,49700,2019
"Yuma, AZ Metro Area",161991,88216,84321,75903,8418,3895,73775,49740,2019
"Zanesville, OH Micro Area",68863,40867,40836,38331,2505,31,27996,49780,2019
"Zapata, TX Micro Area",10027,5828,5828,5220,608,0,4199,49820,2019
"Opelousas, LA Micro Area",63407,33356,33261,31300,1961,95,30051,36660,2019
"Orangeburg, SC Micro Area",70596,38601,38592,35030,3562,9,31995,36700,2019
"Orlando-Kissimmee-Sanford, FL Metro Area",2019337,1296560,1295056,1228135,66921,1504,722777,36740,2019
"Fort Dodge, IA Micro Area",29811,17500,17482,16772,710,18,12311,22700,2019
"Fort Collins, CO Metro Area",284223,191618,191399,182498,8901,219,92605,22660,2019
